posicao_papel,ticker,horizonte,janela,episodios,protecao,prot_lo,taxa_base,passa_barra,corte,divisoes_usadas,divisoes_oferecidas,pregoes_medidos,inicio_medido,fim_medido
1,EGIE3,5,162,37,0.972972972972973,0.858396904388842,0.5250060401063059,True,-0.8316788165691704,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,159,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8345233679648306,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,129,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8569947061819193,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,151,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8370731078208927,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,130,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8566455368997837,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,192,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8281012695819643,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,193,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8276901785967976,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,191,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8287254025701675,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,158,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8339439516950407,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,135,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8421474946788705,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,194,48,0.9583333333333334,0.8574590267986226,0.5153344602752958,True,-0.8254996453873406,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,5,165,36,0.9722222222222222,0.8547107352531467,0.5250060401063059,True,-0.8359150746418477,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,5,164,36,0.9722222222222222,0.8547107352531467,0.5250060401063059,True,-0.8321079053249048,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,5,163,36,0.9722222222222222,0.8547107352531467,0.5250060401063059,True,-0.8312569359286578,4,4,4139,2010-01-04,2026-08-28
1,EGIE3,3,132,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8555881689966613,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,128,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8604960055963858,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,196,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8224092516256343,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,133,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8471662927488659,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,127,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8611740150343925,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,137,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8391195316593929,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,200,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8080135322255261,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,155,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8333811203152243,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,199,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8119567945024022,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,197,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8198016072484141,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,195,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8240207565911701,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,198,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8172873351574729,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,157,47,0.9574468085106383,0.854594754511786,0.5153344602752958,True,-0.8344135559338284,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,154,46,0.9565217391304348,0.8516132240798842,0.5153344602752958,True,-0.836054163569853,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,185,46,0.9565217391304348,0.8516132240798842,0.5153344602752958,True,-0.8277774963249541,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,152,46,0.9565217391304348,0.8516132240798842,0.5153344602752958,True,-0.8397581035016864,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,134,46,0.9565217391304348,0.8516132240798842,0.5153344602752958,True,-0.8468046352118055,4,4,4141,2010-01-04,2026-09-01
1,EGIE3,3,136,46,0.9565217391304348,0.8516132240798842,0.5153344602752958,True,-0.8413304895405758,4,4,4141,2010-01-04,2026-09-01
